"AdmitToAmber","AdmitToGreen","AdmitToRed","tick"
12,12,12,1358.0
12,12,12,1359.0
12,12,12,1360.0
12,12,12,1361.0
12,12,12,1362.0
12,12,12,1363.0
12,12,12,1364.0
12,12,12,1365.0
12,12,12,1366.0
12,12,12,1367.0
12,12,12,1368.0
12,12,12,1369.0
12,12,12,1370.0
12,12,12,1371.0
12,12,12,1372.0
12,12,12,1373.0
12,12,12,1374.0
12,12,12,1375.0
12,12,12,1376.0
12,12,12,1377.0
12,12,12,1378.0
12,12,12,1379.0
12,12,12,1380.0
12,12,12,1381.0
12,12,12,1382.0
12,12,12,1383.0
12,12,12,1384.0
12,12,12,1385.0
12,12,12,1386.0
12,12,12,1387.0
12,12,12,1388.0
12,12,12,1389.0
12,12,12,1390.0
12,12,12,1391.0
12,12,12,1392.0
12,12,12,1393.0
12,12,12,1394.0
12,12,12,1395.0
12,12,12,1396.0
12,12,12,1397.0
12,12,12,1398.0
12,12,12,1399.0
12,12,12,1400.0
12,12,12,1401.0
12,12,12,1402.0
12,12,12,1403.0
12,12,12,1404.0
12,12,12,1405.0
12,12,12,1406.0
12,12,12,1407.0
12,12,12,1408.0
12,12,12,1409.0
12,12,12,1410.0
12,12,12,1411.0
12,12,12,1412.0
12,12,12,1413.0
12,12,12,1414.0
12,12,12,1415.0
12,12,12,1416.0
12,12,12,1417.0
12,12,12,1418.0
12,12,12,1419.0
12,12,12,1420.0
12,12,12,1421.0
12,12,12,1422.0
12,12,12,1423.0
12,12,12,1424.0
12,12,12,1425.0
12,12,12,1426.0
12,12,12,1427.0
12,12,12,1428.0
12,12,12,1429.0
12,12,12,1430.0
12,12,12,1431.0
12,12,12,1432.0
12,12,12,1433.0
12,12,12,1434.0
12,12,12,1435.0
12,12,12,1436.0
12,12,12,1437.0
12,12,12,1438.0
12,12,12,1439.0
12,12,12,1440.0
12,12,12,1441.0
12,12,12,1442.0
12,12,12,1443.0
12,12,12,1444.0
12,12,12,1445.0
12,12,12,1446.0
12,12,12,1447.0
12,12,12,1448.0
12,12,12,1449.0
12,12,12,1450.0
12,12,12,1451.0
12,12,12,1452.0
13,13,13,1453.0
13,13,13,1454.0
13,13,13,1455.0
13,13,13,1456.0
13,13,13,1457.0
13,13,13,1458.0
13,13,13,1459.0
13,13,13,1460.0
13,13,13,1461.0
13,13,13,1462.0
13,13,13,1463.0
13,13,13,1464.0
13,13,13,1465.0
13,13,13,1466.0
13,13,13,1467.0
13,13,13,1468.0
13,13,13,1469.0
13,13,13,1470.0
13,13,13,1471.0
13,13,13,1472.0
13,13,13,1473.0
13,13,13,1474.0
13,13,13,1475.0
13,13,13,1476.0
13,13,13,1477.0
13,13,13,1478.0
13,13,13,1479.0
13,13,13,1480.0
13,13,13,1481.0
13,13,13,1482.0
13,13,13,1483.0
13,13,13,1484.0
13,13,13,1485.0
13,13,13,1486.0
13,13,13,1487.0
13,13,13,1488.0
13,13,13,1489.0
13,13,13,1490.0
13,13,13,1491.0
13,13,13,1492.0
13,13,13,1493.0
13,13,13,1494.0
13,13,13,1495.0
13,13,13,1496.0
13,13,13,1497.0
13,13,13,1498.0
13,13,13,1499.0
13,13,13,1500.0
13,13,13,1501.0
13,13,13,1502.0
13,13,13,1503.0
13,13,13,1504.0
13,13,13,1505.0
13,13,13,1506.0
13,13,13,1507.0
13,13,13,1508.0
13,13,13,1509.0
13,13,13,1510.0
13,13,13,1511.0
13,13,13,1512.0
13,13,13,1513.0
13,13,13,1514.0
13,13,13,1515.0
13,13,13,1516.0
13,13,13,1517.0
13,13,13,1518.0
13,13,13,1519.0
13,13,13,1520.0
13,13,13,1521.0
13,13,13,1522.0
13,13,13,1523.0
13,13,13,1524.0
13,13,13,1525.0
13,13,13,1526.0
13,13,13,1527.0
13,13,13,1528.0
13,13,13,1529.0
13,13,13,1530.0
13,13,13,1531.0
13,13,13,1532.0
13,13,13,1533.0
13,13,13,1534.0
13,13,13,1535.0
13,13,13,1536.0
13,13,13,1537.0
13,13,13,1538.0
13,13,13,1539.0
13,13,13,1540.0
13,13,13,1541.0
13,13,13,1542.0
13,13,13,1543.0
13,13,13,1544.0
13,13,13,1545.0
13,13,13,1546.0
13,13,13,1547.0
13,13,13,1548.0
13,13,13,1549.0
13,13,13,1550.0
13,13,13,1551.0
13,13,13,1552.0
13,13,13,1553.0
13,13,13,1554.0
13,13,13,1555.0
13,13,13,1556.0
13,13,13,1557.0
13,13,13,1558.0
13,13,13,1559.0
13,13,13,1560.0
13,13,13,1561.0
13,13,13,1562.0
13,13,13,1563.0
13,13,13,1564.0
13,13,13,1565.0
13,13,13,1566.0
13,13,13,1567.0
13,13,13,1568.0
13,13,13,1569.0
13,13,13,1570.0
13,13,13,1571.0
13,13,13,1572.0
13,13,13,1573.0
14,14,14,1574.0
14,14,14,1575.0
14,14,14,1576.0
14,14,14,1577.0
14,14,14,1578.0
14,14,14,1579.0
14,14,14,1580.0
14,14,14,1581.0
14,14,14,1582.0
14,14,14,1583.0
14,14,14,1584.0
14,14,14,1585.0
14,14,14,1586.0
14,14,14,1587.0
14,14,14,1588.0
14,14,14,1589.0
14,14,14,1590.0
14,14,14,1591.0
14,14,14,1592.0
14,14,14,1593.0
14,14,14,1594.0
14,14,14,1595.0
14,14,14,1596.0
14,14,14,1597.0
14,14,14,1598.0
14,14,14,1599.0
14,14,14,1600.0
14,14,14,1601.0
14,14,14,1602.0
14,14,14,1603.0
14,14,14,1604.0
14,14,14,1605.0
14,14,14,1606.0
14,14,14,1607.0
14,14,14,1608.0
14,14,14,1609.0
14,14,14,1610.0
14,14,14,1611.0
14,14,14,1612.0
14,14,14,1613.0
14,14,14,1614.0
14,14,14,1615.0
14,14,14,1616.0
14,14,14,1617.0
14,14,14,1618.0
14,14,14,1619.0
14,14,14,1620.0
14,14,14,1621.0
14,14,14,1622.0
14,14,14,1623.0
14,14,14,1624.0
14,14,14,1625.0
14,14,14,1626.0
14,14,14,1627.0
14,14,14,1628.0
14,14,14,1629.0
14,14,14,1630.0
14,14,14,1631.0
14,14,14,1632.0
14,14,14,1633.0
14,14,14,1634.0
14,14,14,1635.0
14,14,14,1636.0
14,14,14,1637.0
14,14,14,1638.0
14,14,14,1639.0
14,14,14,1640.0
14,14,14,1641.0
14,14,14,1642.0
14,14,14,1643.0
14,14,14,1644.0
14,14,14,1645.0
14,14,14,1646.0
14,14,14,1647.0
14,14,14,1648.0
14,14,14,1649.0
14,14,14,1650.0
14,14,14,1651.0
14,14,14,1652.0
14,14,14,1653.0
14,14,14,1654.0
14,14,14,1655.0
14,14,14,1656.0
14,14,14,1657.0
14,14,14,1658.0
14,14,14,1659.0
14,14,14,1660.0
14,14,14,1661.0
14,14,14,1662.0
14,14,14,1663.0
14,14,14,1664.0
14,14,14,1665.0
14,14,14,1666.0
14,14,14,1667.0
14,14,14,1668.0
14,14,14,1669.0
14,14,14,1670.0
14,14,14,1671.0
14,14,14,1672.0
14,14,14,1673.0
14,14,14,1674.0
14,14,14,1675.0
14,14,14,1676.0
14,14,14,1677.0
14,14,14,1678.0
14,14,14,1679.0
14,14,14,1680.0
14,14,14,1681.0
14,14,14,1682.0
14,14,14,1683.0
14,14,14,1684.0
14,14,14,1685.0
14,14,14,1686.0
14,14,14,1687.0
14,14,14,1688.0
14,14,14,1689.0
14,14,14,1690.0
14,14,14,1691.0
14,14,14,1692.0
14,14,14,1693.0
14,14,14,1694.0
15,15,15,1695.0
15,15,15,1696.0
15,15,15,1697.0
15,15,15,1698.0
15,15,15,1699.0
15,15,15,1700.0
15,15,15,1701.0
15,15,15,1702.0
15,15,15,1703.0
15,15,15,1704.0
15,15,15,1705.0
15,15,15,1706.0
15,15,15,1707.0
15,15,15,1708.0
15,15,15,1709.0
15,15,15,1710.0
15,15,15,1711.0
15,15,15,1712.0
15,15,15,1713.0
15,15,15,1714.0
15,15,15,1715.0
15,15,15,1716.0
15,15,15,1717.0
15,15,15,1718.0
15,15,15,1719.0
15,15,15,1720.0
15,15,15,1721.0
15,15,15,1722.0
15,15,15,1723.0
15,15,15,1724.0
15,15,15,1725.0
15,15,15,1726.0
15,15,15,1727.0
15,15,15,1728.0
15,15,15,1729.0
15,15,15,1730.0
15,15,15,1731.0
15,15,15,1732.0
15,15,15,1733.0
15,15,15,1734.0
15,15,15,1735.0
15,15,15,1736.0
15,15,15,1737.0
15,15,15,1738.0
15,15,15,1739.0
15,15,15,1740.0
15,15,15,1741.0
15,15,15,1742.0
15,15,15,1743.0
15,15,15,1744.0
15,15,15,1745.0
15,15,15,1746.0
15,15,15,1747.0
15,15,15,1748.0
15,15,15,1749.0
15,15,15,1750.0
15,15,15,1751.0
15,15,15,1752.0
15,15,15,1753.0
15,15,15,1754.0
15,15,15,1755.0
15,15,15,1756.0
15,15,15,1757.0
15,15,15,1758.0
15,15,15,1759.0
15,15,15,1760.0
15,15,15,1761.0
15,15,15,1762.0
15,15,15,1763.0
15,15,15,1764.0
15,15,15,1765.0
15,15,15,1766.0
15,15,15,1767.0
15,15,15,1768.0
15,15,15,1769.0
15,15,15,1770.0
15,15,15,1771.0
15,15,15,1772.0
15,15,15,1773.0
15,15,15,1774.0
15,15,15,1775.0
15,15,15,1776.0
15,15,15,1777.0
15,15,15,1778.0
15,15,15,1779.0
15,15,15,1780.0
15,15,15,1781.0
15,15,15,1782.0
15,15,15,1783.0
15,15,15,1784.0
15,15,15,1785.0
15,15,15,1786.0
15,15,15,1787.0
15,15,15,1788.0
15,15,15,1789.0
15,15,15,1790.0
15,15,15,1791.0
15,15,15,1792.0
15,15,15,1793.0
15,15,15,1794.0
15,15,15,1795.0
15,15,15,1796.0
15,15,15,1797.0
15,15,15,1798.0
15,15,15,1799.0
15,15,15,1800.0
15,15,15,1801.0
15,15,15,1802.0
15,15,15,1803.0
15,15,15,1804.0
15,15,15,1805.0
15,15,15,1806.0
15,15,15,1807.0
15,15,15,1808.0
15,15,15,1809.0
15,15,15,1810.0
15,15,15,1811.0
15,15,15,1812.0
15,15,15,1813.0
15,15,15,1814.0
15,15,15,1815.0
16,16,16,1816.0
16,16,16,1817.0
16,16,16,1818.0
16,16,16,1819.0
16,16,16,1820.0
16,16,16,1821.0
16,16,16,1822.0
16,16,16,1823.0
16,16,16,1824.0
16,16,16,1825.0
16,16,16,1826.0
16,16,16,1827.0
16,16,16,1828.0
16,16,16,1829.0
16,16,16,1830.0
16,16,16,1831.0
16,16,16,1832.0
16,16,16,1833.0
16,16,16,1834.0
16,16,16,1835.0
16,16,16,1836.0
16,16,16,1837.0
16,16,16,1838.0
16,16,16,1839.0
16,16,16,1840.0
16,16,16,1841.0
16,16,16,1842.0
16,16,16,1843.0
16,16,16,1844.0
16,16,16,1845.0
16,16,16,1846.0
16,16,16,1847.0
16,16,16,1848.0
16,16,16,1849.0
16,16,16,1850.0
16,16,16,1851.0
16,16,16,1852.0
16,16,16,1853.0
16,16,16,1854.0
16,16,16,1855.0
16,16,16,1856.0
16,16,16,1857.0
16,16,16,1858.0
16,16,16,1859.0
16,16,16,1860.0
16,16,16,1861.0
16,16,16,1862.0
16,16,16,1863.0
16,16,16,1864.0
16,16,16,1865.0
16,16,16,1866.0
16,16,16,1867.0
16,16,16,1868.0
16,16,16,1869.0
16,16,16,1870.0
16,16,16,1871.0
16,16,16,1872.0
16,16,16,1873.0
16,16,16,1874.0
16,16,16,1875.0
16,16,16,1876.0
16,16,16,1877.0
16,16,16,1878.0
16,16,16,1879.0
16,16,16,1880.0
16,16,16,1881.0
16,16,16,1882.0
16,16,16,1883.0
16,16,16,1884.0
16,16,16,1885.0
16,16,16,1886.0
16,16,16,1887.0
16,16,16,1888.0
16,16,16,1889.0
16,16,16,1890.0
16,16,16,1891.0
16,16,16,1892.0
16,16,16,1893.0
16,16,16,1894.0
16,16,16,1895.0
16,16,16,1896.0
16,16,16,1897.0
16,16,16,1898.0
16,16,16,1899.0
16,16,16,1900.0
16,16,16,1901.0
16,16,16,1902.0
16,16,16,1903.0
16,16,16,1904.0
16,16,16,1905.0
16,16,16,1906.0
16,16,16,1907.0
16,16,16,1908.0
16,16,16,1909.0
16,16,16,1910.0
16,16,16,1911.0
16,16,16,1912.0
16,16,16,1913.0
16,16,16,1914.0
16,16,16,1915.0
16,16,16,1916.0
16,16,16,1917.0
16,16,16,1918.0
16,16,16,1919.0
16,16,16,1920.0
16,16,16,1921.0
16,16,16,1922.0
16,16,16,1923.0
16,16,16,1924.0
16,16,16,1925.0
16,16,16,1926.0
16,16,16,1927.0
16,16,16,1928.0
16,16,16,1929.0
16,16,16,1930.0
16,16,16,1931.0
16,16,16,1932.0
16,16,16,1933.0
16,16,16,1934.0
16,16,16,1935.0
16,16,16,1936.0
17,17,17,1937.0
17,17,17,1938.0
17,17,17,1939.0
17,17,17,1940.0
17,17,17,1941.0
17,17,17,1942.0
17,17,17,1943.0
17,17,17,1944.0
17,17,17,1945.0
17,17,17,1946.0
17,17,17,1947.0
17,17,17,1948.0
17,17,17,1949.0
17,17,17,1950.0
17,17,17,1951.0
17,17,17,1952.0
17,17,17,1953.0
17,17,17,1954.0
17,17,17,1955.0
17,17,17,1956.0
17,17,17,1957.0
17,17,17,1958.0
17,17,17,1959.0
17,17,17,1960.0
17,17,17,1961.0
17,17,17,1962.0
17,17,17,1963.0
17,17,17,1964.0
17,17,17,1965.0
17,17,17,1966.0
17,17,17,1967.0
17,17,17,1968.0
17,17,17,1969.0
17,17,17,1970.0
17,17,17,1971.0
17,17,17,1972.0
17,17,17,1973.0
17,17,17,1974.0
17,17,17,1975.0
17,17,17,1976.0
17,17,17,1977.0
17,17,17,1978.0
17,17,17,1979.0
17,17,17,1980.0
17,17,17,1981.0
17,17,17,1982.0
17,17,17,1983.0
17,17,17,1984.0
17,17,17,1985.0
17,17,17,1986.0
17,17,17,1987.0
17,17,17,1988.0
17,17,17,1989.0
17,17,17,1990.0
17,17,17,1991.0
17,17,17,1992.0
17,17,17,1993.0
17,17,17,1994.0
17,17,17,1995.0
17,17,17,1996.0
17,17,17,1997.0
17,17,17,1998.0
17,17,17,1999.0
17,17,17,2000.0
17,17,17,2001.0
17,17,17,2002.0
17,17,17,2003.0
17,17,17,2004.0
17,17,17,2005.0
17,17,17,2006.0
17,17,17,2007.0
17,17,17,2008.0
17,17,17,2009.0
17,17,17,2010.0
17,17,17,2011.0
17,17,17,2012.0
17,17,17,2013.0
17,17,17,2014.0
17,17,17,2015.0
17,17,17,2016.0
17,17,17,2017.0
17,17,17,2018.0
17,17,17,2019.0
17,17,17,2020.0
17,17,17,2021.0
17,17,17,2022.0
17,17,17,2023.0
17,17,17,2024.0
17,17,17,2025.0
17,17,17,2026.0
17,17,17,2027.0
17,17,17,2028.0
17,17,17,2029.0
17,17,17,2030.0
17,17,17,2031.0
17,17,17,2032.0
17,17,17,2033.0
17,17,17,2034.0
17,17,17,2035.0
17,17,17,2036.0
17,17,17,2037.0
17,17,17,2038.0
17,17,17,2039.0
17,17,17,2040.0
17,17,17,2041.0
17,17,17,2042.0
17,17,17,2043.0
17,17,17,2044.0
17,17,17,2045.0
17,17,17,2046.0
17,17,17,2047.0
17,17,17,2048.0
17,17,17,2049.0
17,17,17,2050.0
17,17,17,2051.0
17,17,17,2052.0
17,17,17,2053.0
17,17,17,2054.0
17,17,17,2055.0
17,17,17,2056.0
17,17,17,2057.0
18,18,18,2058.0
18,18,18,2059.0
18,18,18,2060.0
18,18,18,2061.0
18,18,18,2062.0
18,18,18,2063.0
18,18,18,2064.0
18,18,18,2065.0
18,18,18,2066.0
18,18,18,2067.0
18,18,18,2068.0
18,18,18,2069.0
18,18,18,2070.0
18,18,18,2071.0
18,18,18,2072.0
18,18,18,2073.0
18,18,18,2074.0
18,18,18,2075.0
18,18,18,2076.0
18,18,18,2077.0
18,18,18,2078.0
18,18,18,2079.0
18,18,18,2080.0
18,18,18,2081.0
18,18,18,2082.0
18,18,18,2083.0
18,18,18,2084.0
18,18,18,2085.0
18,18,18,2086.0
18,18,18,2087.0
18,18,18,2088.0
18,18,18,2089.0
18,18,18,2090.0
18,18,18,2091.0
18,18,18,2092.0
18,18,18,2093.0
18,18,18,2094.0
18,18,18,2095.0
18,18,18,2096.0
18,18,18,2097.0
18,18,18,2098.0
18,18,18,2099.0
18,18,18,2100.0
18,18,18,2101.0
18,18,18,2102.0
18,18,18,2103.0
18,18,18,2104.0
18,18,18,2105.0
18,18,18,2106.0
18,18,18,2107.0
18,18,18,2108.0
18,18,18,2109.0
18,18,18,2110.0
18,18,18,2111.0
18,18,18,2112.0
18,18,18,2113.0
18,18,18,2114.0
18,18,18,2115.0
18,18,18,2116.0
18,18,18,2117.0
18,18,18,2118.0
18,18,18,2119.0
18,18,18,2120.0
18,18,18,2121.0
18,18,18,2122.0
18,18,18,2123.0
18,18,18,2124.0
18,18,18,2125.0
18,18,18,2126.0
18,18,18,2127.0
18,18,18,2128.0
18,18,18,2129.0
18,18,18,2130.0
18,18,18,2131.0
18,18,18,2132.0
18,18,18,2133.0
18,18,18,2134.0
18,18,18,2135.0
18,18,18,2136.0
18,18,18,2137.0
18,18,18,2138.0
18,18,18,2139.0
18,18,18,2140.0
18,18,18,2141.0
18,18,18,2142.0
18,18,18,2143.0
18,18,18,2144.0
18,18,18,2145.0
18,18,18,2146.0
18,18,18,2147.0
18,18,18,2148.0
18,18,18,2149.0
18,18,18,2150.0
18,18,18,2151.0
18,18,18,2152.0
18,18,18,2153.0
18,18,18,2154.0
18,18,18,2155.0
18,18,18,2156.0
18,18,18,2157.0
18,18,18,2158.0
18,18,18,2159.0
18,18,18,2160.0
18,18,18,2161.0
18,18,18,2162.0
18,18,18,2163.0
18,18,18,2164.0
18,18,18,2165.0
18,18,18,2166.0
18,18,18,2167.0
18,18,18,2168.0
18,18,18,2169.0
18,18,18,2170.0
18,18,18,2171.0
18,18,18,2172.0
18,18,18,2173.0
18,18,18,2174.0
18,18,18,2175.0
18,18,18,2176.0
18,18,18,2177.0
18,18,18,2178.0
19,19,19,2179.0
19,19,19,2180.0
19,19,19,2181.0
19,19,19,2182.0
19,19,19,2183.0
19,19,19,2184.0
19,19,19,2185.0
19,19,19,2186.0
19,19,19,2187.0
19,19,19,2188.0
19,19,19,2189.0
19,19,19,2190.0
19,19,19,2191.0
19,19,19,2192.0
19,19,19,2193.0
19,19,19,2194.0
19,19,19,2195.0
19,19,19,2196.0
19,19,19,2197.0
19,19,19,2198.0
19,19,19,2199.0
19,19,19,2200.0
19,19,19,2201.0
19,19,19,2202.0
19,19,19,2203.0
19,19,19,2204.0
19,19,19,2205.0
19,19,19,2206.0
19,19,19,2207.0
19,19,19,2208.0
19,19,19,2209.0
19,19,19,2210.0
19,19,19,2211.0
19,19,19,2212.0
19,19,19,2213.0
19,19,19,2214.0
19,19,19,2215.0
19,19,19,2216.0
19,19,19,2217.0
19,19,19,2218.0
19,19,19,2219.0
19,19,19,2220.0
19,19,19,2221.0
19,19,19,2222.0
19,19,19,2223.0
19,19,19,2224.0
19,19,19,2225.0
19,19,19,2226.0
19,19,19,2227.0
19,19,19,2228.0
19,19,19,2229.0
19,19,19,2230.0
19,19,19,2231.0
19,19,19,2232.0
19,19,19,2233.0
19,19,19,2234.0
19,19,19,2235.0
19,19,19,2236.0
19,19,19,2237.0
19,19,19,2238.0
19,19,19,2239.0
19,19,19,2240.0
19,19,19,2241.0
19,19,19,2242.0
19,19,19,2243.0
19,19,19,2244.0
19,19,19,2245.0
19,19,19,2246.0
19,19,19,2247.0
19,19,19,2248.0
19,19,19,2249.0
19,19,19,2250.0
19,19,19,2251.0
19,19,19,2252.0
19,19,19,2253.0
19,19,19,2254.0
19,19,19,2255.0
19,19,19,2256.0
19,19,19,2257.0
19,19,19,2258.0
19,19,19,2259.0
19,19,19,2260.0
19,19,19,2261.0
19,19,19,2262.0
19,19,19,2263.0
19,19,19,2264.0
19,19,19,2265.0
19,19,19,2266.0
19,19,19,2267.0
19,19,19,2268.0
19,19,19,2269.0
19,19,19,2270.0
19,19,19,2271.0
19,19,19,2272.0
19,19,19,2273.0
19,19,19,2274.0
19,19,19,2275.0
19,19,19,2276.0
19,19,19,2277.0
19,19,19,2278.0
19,19,19,2279.0
19,19,19,2280.0
19,19,19,2281.0
19,19,19,2282.0
19,19,19,2283.0
19,19,19,2284.0
19,19,19,2285.0
19,19,19,2286.0
19,19,19,2287.0
19,19,19,2288.0
19,19,19,2289.0
19,19,19,2290.0
19,19,19,2291.0
19,19,19,2292.0
19,19,19,2293.0
19,19,19,2294.0
19,19,19,2295.0
19,19,19,2296.0
19,19,19,2297.0
19,19,19,2298.0
19,19,19,2299.0
20,20,20,2300.0
20,20,20,2301.0
20,20,20,2302.0
20,20,20,2303.0
20,20,20,2304.0
20,20,20,2305.0
20,20,20,2306.0
20,20,20,2307.0
20,20,20,2308.0
20,20,20,2309.0
20,20,20,2310.0
20,20,20,2311.0
20,20,20,2312.0
20,20,20,2313.0
20,20,20,2314.0
20,20,20,2315.0
20,20,20,2316.0
20,20,20,2317.0
20,20,20,2318.0
20,20,20,2319.0
20,20,20,2320.0
20,20,20,2321.0
20,20,20,2322.0
20,20,20,2323.0
20,20,20,2324.0
20,20,20,2325.0
20,20,20,2326.0
20,20,20,2327.0
20,20,20,2328.0
20,20,20,2329.0
20,20,20,2330.0
20,20,20,2331.0
20,20,20,2332.0
20,20,20,2333.0
20,20,20,2334.0
20,20,20,2335.0
20,20,20,2336.0
20,20,20,2337.0
20,20,20,2338.0
20,20,20,2339.0
20,20,20,2340.0
20,20,20,2341.0
20,20,20,2342.0
20,20,20,2343.0
20,20,20,2344.0
20,20,20,2345.0
20,20,20,2346.0
20,20,20,2347.0
20,20,20,2348.0
20,20,20,2349.0
20,20,20,2350.0
20,20,20,2351.0
20,20,20,2352.0
20,20,20,2353.0
20,20,20,2354.0
20,20,20,2355.0
20,20,20,2356.0
20,20,20,2357.0
20,20,20,2358.0
20,20,20,2359.0
20,20,20,2360.0
20,20,20,2361.0
20,20,20,2362.0
20,20,20,2363.0
20,20,20,2364.0
20,20,20,2365.0
20,20,20,2366.0
20,20,20,2367.0
20,20,20,2368.0
20,20,20,2369.0
20,20,20,2370.0
20,20,20,2371.0
20,20,20,2372.0
20,20,20,2373.0
20,20,20,2374.0
20,20,20,2375.0
20,20,20,2376.0
20,20,20,2377.0
20,20,20,2378.0
20,20,20,2379.0
20,20,20,2380.0
20,20,20,2381.0
20,20,20,2382.0
20,20,20,2383.0
20,20,20,2384.0
20,20,20,2385.0
20,20,20,2386.0
20,20,20,2387.0
20,20,20,2388.0
20,20,20,2389.0
20,20,20,2390.0
20,20,20,2391.0
20,20,20,2392.0
20,20,20,2393.0
20,20,20,2394.0
20,20,20,2395.0
20,20,20,2396.0
20,20,20,2397.0
20,20,20,2398.0
20,20,20,2399.0
20,20,20,2400.0
20,20,20,2401.0
20,20,20,2402.0
20,20,20,2403.0
20,20,20,2404.0
20,20,20,2405.0
20,20,20,2406.0
20,20,20,2407.0
20,20,20,2408.0
20,20,20,2409.0
20,20,20,2410.0
20,20,20,2411.0
20,20,20,2412.0
20,20,20,2413.0
20,20,20,2414.0
20,20,20,2415.0
20,20,20,2416.0
20,20,20,2417.0
20,20,20,2418.0
20,20,20,2419.0
20,20,20,2420.0
21,21,21,2421.0
21,21,21,2422.0
21,21,21,2423.0
21,21,21,2424.0
21,21,21,2425.0
21,21,21,2426.0
21,21,21,2427.0
21,21,21,2428.0
21,21,21,2429.0
21,21,21,2430.0
21,21,21,2431.0
21,21,21,2432.0
21,21,21,2433.0
21,21,21,2434.0
21,21,21,2435.0
21,21,21,2436.0
21,21,21,2437.0
21,21,21,2438.0
21,21,21,2439.0
21,21,21,2440.0
21,21,21,2441.0
21,21,21,2442.0
21,21,21,2443.0
21,21,21,2444.0
21,21,21,2445.0
21,21,21,2446.0
21,21,21,2447.0
21,21,21,2448.0
21,21,21,2449.0
21,21,21,2450.0
21,21,21,2451.0
21,21,21,2452.0
21,21,21,2453.0
21,21,21,2454.0
21,21,21,2455.0
21,21,21,2456.0
21,21,21,2457.0
21,21,21,2458.0
21,21,21,2459.0
21,21,21,2460.0
21,21,21,2461.0
21,21,21,2462.0
21,21,21,2463.0
21,21,21,2464.0
21,21,21,2465.0
21,21,21,2466.0
21,21,21,2467.0
21,21,21,2468.0
21,21,21,2469.0
21,21,21,2470.0
21,21,21,2471.0
21,21,21,2472.0
21,21,21,2473.0
21,21,21,2474.0
21,21,21,2475.0
21,21,21,2476.0
21,21,21,2477.0
21,21,21,2478.0
21,21,21,2479.0
21,21,21,2480.0
21,21,21,2481.0
21,21,21,2482.0
21,21,21,2483.0
21,21,21,2484.0
21,21,21,2485.0
21,21,21,2486.0
21,21,21,2487.0
21,21,21,2488.0
21,21,21,2489.0
21,21,21,2490.0
21,21,21,2491.0
21,21,21,2492.0
21,21,21,2493.0
21,21,21,2494.0
21,21,21,2495.0
21,21,21,2496.0
21,21,21,2497.0
21,21,21,2498.0
21,21,21,2499.0
21,21,21,2500.0
21,21,21,2501.0
21,21,21,2502.0
21,21,21,2503.0
21,21,21,2504.0
21,21,21,2505.0
21,21,21,2506.0
21,21,21,2507.0
21,21,21,2508.0
21,21,21,2509.0
21,21,21,2510.0
21,21,21,2511.0
21,21,21,2512.0
21,21,21,2513.0
21,21,21,2514.0
21,21,21,2515.0
21,21,21,2516.0
21,21,21,2517.0
21,21,21,2518.0
21,21,21,2519.0
21,21,21,2520.0
21,21,21,2521.0
21,21,21,2522.0
21,21,21,2523.0
21,21,21,2524.0
21,21,21,2525.0
21,21,21,2526.0
21,21,21,2527.0
21,21,21,2528.0
21,21,21,2529.0
21,21,21,2530.0
21,21,21,2531.0
21,21,21,2532.0
21,21,21,2533.0
21,21,21,2534.0
21,21,21,2535.0
21,21,21,2536.0
21,21,21,2537.0
21,21,21,2538.0
21,21,21,2539.0
21,21,21,2540.0
21,21,21,2541.0
22,22,22,2542.0
22,22,22,2543.0
22,22,22,2544.0
22,22,22,2545.0
22,22,22,2546.0
22,22,22,2547.0
22,22,22,2548.0
22,22,22,2549.0
22,22,22,2550.0
22,22,22,2551.0
22,22,22,2552.0
22,22,22,2553.0
22,22,22,2554.0
22,22,22,2555.0
22,22,22,2556.0
22,22,22,2557.0
22,22,22,2558.0
22,22,22,2559.0
22,22,22,2560.0
22,22,22,2561.0
22,22,22,2562.0
22,22,22,2563.0
22,22,22,2564.0
22,22,22,2565.0
22,22,22,2566.0
22,22,22,2567.0
22,22,22,2568.0
22,22,22,2569.0
22,22,22,2570.0
22,22,22,2571.0
22,22,22,2572.0
22,22,22,2573.0
22,22,22,2574.0
22,22,22,2575.0
22,22,22,2576.0
22,22,22,2577.0
22,22,22,2578.0
22,22,22,2579.0
22,22,22,2580.0
22,22,22,2581.0
22,22,22,2582.0
22,22,22,2583.0
22,22,22,2584.0
22,22,22,2585.0
22,22,22,2586.0
22,22,22,2587.0
22,22,22,2588.0
22,22,22,2589.0
22,22,22,2590.0
22,22,22,2591.0
22,22,22,2592.0
22,22,22,2593.0
22,22,22,2594.0
22,22,22,2595.0
22,22,22,2596.0
22,22,22,2597.0
22,22,22,2598.0
22,22,22,2599.0
22,22,22,2600.0
22,22,22,2601.0
22,22,22,2602.0
22,22,22,2603.0
22,22,22,2604.0
22,22,22,2605.0
22,22,22,2606.0
22,22,22,2607.0
22,22,22,2608.0
22,22,22,2609.0
22,22,22,2610.0
22,22,22,2611.0
22,22,22,2612.0
22,22,22,2613.0
22,22,22,2614.0
22,22,22,2615.0
22,22,22,2616.0
22,22,22,2617.0
22,22,22,2618.0
22,22,22,2619.0
22,22,22,2620.0
22,22,22,2621.0
22,22,22,2622.0
22,22,22,2623.0
22,22,22,2624.0
22,22,22,2625.0
22,22,22,2626.0
