"run","patientgetCOVIDVaccineStatusisUnvaccinated","patientgetCOVIDVaccineStatusispartiallyvaccinated","patientgetCOVIDVaccineStatusisfullyvaccinated","patientgetFluAVaccineStatusisUnvaccinated","patientgetFluAVaccineStatusispartiallyvaccinated","patientgetFluAVaccineStatusisfullyvaccinated","patientgetFluBVaccineStatusisUnvaccinated","patientgetFluBVaccineStatusispartiallyvaccinated","patientgetFluBVaccineStatusisfullyvaccinated","patientgetCOVIDInfectionStatusisSymptomatic","patientgetCOVIDInfectionStatusisAsymptomatic","patientgetCOVIDInfectionStatusisSusceptible","patientgetFluAInfectionStatusisSymptomatic","patientgetFluAInfectionStatusisAsymptomatic","patientgetFluAInfectionStatusisSusceptible","patientgetFluBInfectionStatusisSymptomatic","patientgetFluBInfectionStatusisAsymptomatic","patientgetFluBInfectionStatusisSusceptible","patientgetRecentCovidContactisYes","patientgetRecentCovidContactisNo","patientgetImmunocompromisedisYes","patientgetImmunocompromisedisNo","patientgetLFDCOVIDResultisPositive","patientgetLFDCOVIDResultisNegative","patientgetLFDFluAResultisPositive","patientgetLFDFluAResultisNegative","patientgetLFDFluBResultisPositive","patientgetLFDFluBResultisNegative","patientgetLIATCOVIDResultisPositive","patientgetLIATCOVIDResultisNegative","patientgetLIATFluAResultisPositive","patientgetLIATFluAResultisNegative","patientgetLIATFluBResultisPositive","patientgetLIATFluBResultisNegative","patientgetLabPCRCOVIDResultisPositive","patientgetLabPCRCOVIDResultisNegative","patientgetLabPCRFluAResultisPositive","patientgetLabPCRFluAResultisNegative","patientgetLabPCRFluBResultisPositive","patientgetLabPCRFluBResultisNegative","patientgetCepheidCOVIDResultisPositive","patientgetCepheidCOVIDResultisNegative","patientgetCepheidFluAResultisPositive","patientgetCepheidFluAResultisNegative","patientgetCepheidFluBResultisPositive","patientgetCepheidFluBResultisNegative","patientgetPHEThreeAltCOVIDResultisPositive","patientgetPHEThreeAltCOVIDResultisNegative"
62,68.0,6.0,469.0,425.0,0.0,118.0,425.0,0.0,118.0,0.0,42.0,501.0,23.0,6.0,514.0,23.0,6.0,514.0,29.0,514.0,51.0,1040.0,40.0,502.0,45.0,497.0,33.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,383.0
63,50.0,7.0,484.0,448.0,0.0,93.0,448.0,0.0,93.0,0.0,42.0,499.0,19.0,7.0,515.0,19.0,7.0,515.0,26.0,515.0,47.0,1046.0,31.0,509.0,51.0,489.0,35.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,418.0
64,58.0,10.0,489.0,445.0,0.0,112.0,445.0,0.0,112.0,0.0,44.0,513.0,22.0,10.0,525.0,22.0,10.0,525.0,32.0,525.0,55.0,1051.0,31.0,525.0,58.0,498.0,38.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,431.0
65,63.0,5.0,473.0,430.0,0.0,111.0,430.0,0.0,111.0,0.0,40.0,501.0,25.0,5.0,511.0,25.0,5.0,511.0,30.0,511.0,59.0,1055.0,28.0,512.0,55.0,485.0,36.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,397.0
66,61.0,7.0,471.0,431.0,0.0,108.0,431.0,0.0,108.0,0.0,44.0,495.0,22.0,7.0,510.0,22.0,7.0,510.0,29.0,510.0,48.0,1035.0,36.0,503.0,47.0,492.0,38.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,390.0
67,70.0,11.0,466.0,432.0,0.0,115.0,432.0,0.0,115.0,0.0,41.0,506.0,19.0,11.0,517.0,19.0,11.0,517.0,30.0,517.0,64.0,1035.0,40.0,506.0,53.0,493.0,32.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,400.0
68,58.0,12.0,472.0,424.0,0.0,118.0,424.0,0.0,118.0,0.0,43.0,499.0,21.0,12.0,509.0,21.0,12.0,509.0,33.0,509.0,59.0,1039.0,33.0,508.0,49.0,492.0,37.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,414.0
69,60.0,12.0,488.0,446.0,0.0,114.0,446.0,0.0,114.0,0.0,45.0,515.0,23.0,12.0,525.0,23.0,12.0,525.0,35.0,525.0,56.0,1047.0,39.0,520.0,52.0,507.0,41.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,406.0
70,52.0,6.0,483.0,426.0,0.0,115.0,426.0,0.0,115.0,0.0,29.0,512.0,17.0,6.0,518.0,17.0,6.0,518.0,23.0,518.0,45.0,1045.0,24.0,516.0,36.0,504.0,30.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,413.0
71,57.0,11.0,482.0,442.0,0.0,108.0,442.0,0.0,108.0,0.0,44.0,506.0,20.0,11.0,519.0,20.0,11.0,519.0,31.0,519.0,51.0,1066.0,37.0,512.0,53.0,496.0,42.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,406.0
72,57.0,9.0,489.0,437.0,0.0,118.0,437.0,0.0,118.0,0.0,37.0,518.0,20.0,9.0,526.0,20.0,9.0,526.0,29.0,526.0,58.0,1053.0,26.0,528.0,53.0,501.0,37.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,420.0
73,58.0,12.0,479.0,435.0,0.0,114.0,435.0,0.0,114.0,0.0,41.0,508.0,21.0,12.0,516.0,21.0,12.0,516.0,33.0,516.0,62.0,1048.0,32.0,515.0,55.0,492.0,39.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,421.0
74,53.0,13.0,471.0,426.0,0.0,111.0,426.0,0.0,111.0,0.0,39.0,498.0,14.0,13.0,510.0,14.0,13.0,510.0,27.0,510.0,50.0,1034.0,31.0,506.0,43.0,494.0,37.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,387.0
75,48.0,12.0,480.0,443.0,0.0,97.0,443.0,0.0,97.0,0.0,39.0,501.0,21.0,12.0,507.0,21.0,12.0,507.0,33.0,507.0,61.0,1023.0,33.0,506.0,53.0,486.0,40.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,416.0
76,50.0,12.0,486.0,426.0,0.0,122.0,426.0,0.0,122.0,0.0,34.0,514.0,16.0,12.0,520.0,16.0,12.0,520.0,28.0,520.0,57.0,1031.0,22.0,525.0,60.0,487.0,43.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,431.0
77,53.0,11.0,484.0,435.0,0.0,113.0,435.0,0.0,113.0,0.0,42.0,506.0,15.0,11.0,522.0,15.0,11.0,522.0,26.0,522.0,52.0,1039.0,31.0,516.0,49.0,498.0,31.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,409.0
78,46.0,11.0,485.0,443.0,0.0,99.0,443.0,0.0,99.0,0.0,31.0,511.0,10.0,11.0,521.0,10.0,11.0,521.0,21.0,521.0,50.0,1031.0,26.0,515.0,35.0,506.0,31.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,388.0
79,53.0,8.0,494.0,451.0,0.0,104.0,451.0,0.0,104.0,0.0,32.0,523.0,15.0,8.0,532.0,15.0,8.0,532.0,23.0,532.0,55.0,1057.0,24.0,530.0,45.0,509.0,31.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,411.0
80,52.0,11.0,499.0,452.0,0.0,110.0,452.0,0.0,110.0,0.0,32.0,530.0,13.0,11.0,538.0,13.0,11.0,538.0,24.0,538.0,51.0,1068.0,25.0,536.0,60.0,501.0,36.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,445.0
81,59.0,10.0,474.0,438.0,0.0,105.0,438.0,0.0,105.0,4.0,38.0,501.0,20.0,10.0,513.0,20.0,10.0,513.0,30.0,513.0,54.0,1039.0,37.0,506.0,42.0,501.0,49.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,416.0
82,49.0,8.0,496.0,455.0,0.0,98.0,455.0,0.0,98.0,3.0,28.0,522.0,16.0,8.0,529.0,16.0,8.0,529.0,24.0,529.0,57.0,1047.0,23.0,529.0,53.0,499.0,36.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,411.0
83,47.0,6.0,492.0,454.0,0.0,91.0,454.0,0.0,91.0,4.0,28.0,513.0,18.0,6.0,521.0,18.0,6.0,521.0,24.0,521.0,62.0,1044.0,25.0,519.0,43.0,501.0,26.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,413.0
84,48.0,11.0,479.0,435.0,0.0,103.0,435.0,0.0,103.0,4.0,25.0,509.0,13.0,11.0,514.0,13.0,11.0,514.0,24.0,514.0,56.0,1037.0,23.0,514.0,48.0,489.0,28.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,412.0
85,51.0,10.0,487.0,442.0,0.0,106.0,442.0,0.0,106.0,3.0,34.0,511.0,16.0,10.0,522.0,16.0,10.0,522.0,26.0,522.0,58.0,1038.0,29.0,518.0,46.0,501.0,40.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,407.0
86,60.0,16.0,487.0,450.0,0.0,113.0,450.0,0.0,113.0,5.0,38.0,520.0,16.0,16.0,531.0,16.0,16.0,531.0,32.0,531.0,66.0,1047.0,37.0,526.0,50.0,513.0,43.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,404.0
87,50.0,11.0,492.0,451.0,0.0,102.0,451.0,0.0,102.0,4.0,30.0,519.0,12.0,11.0,530.0,12.0,11.0,530.0,23.0,530.0,48.0,1058.0,31.0,521.0,40.0,512.0,33.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,413.0
88,54.0,7.0,496.0,446.0,0.0,111.0,446.0,0.0,111.0,5.0,31.0,521.0,21.0,7.0,529.0,21.0,7.0,529.0,28.0,529.0,49.0,1045.0,35.0,521.0,52.0,504.0,39.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,412.0
89,43.0,9.0,494.0,446.0,0.0,100.0,446.0,0.0,100.0,2.0,27.0,517.0,15.0,9.0,522.0,15.0,9.0,522.0,24.0,522.0,48.0,1049.0,31.0,513.0,44.0,500.0,36.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,406.0
90,58.0,14.0,474.0,416.0,0.0,130.0,416.0,0.0,130.0,5.0,42.0,499.0,20.0,14.0,512.0,20.0,14.0,512.0,34.0,512.0,59.0,1046.0,39.0,506.0,54.0,491.0,42.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,405.0
91,56.0,5.0,497.0,454.0,0.0,104.0,454.0,0.0,104.0,0.0,42.0,516.0,20.0,5.0,533.0,20.0,5.0,533.0,25.0,533.0,43.0,1063.0,33.0,524.0,47.0,510.0,42.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,422.0
92,50.0,7.0,497.0,447.0,0.0,107.0,447.0,0.0,107.0,0.0,31.0,523.0,15.0,7.0,532.0,15.0,7.0,532.0,22.0,532.0,46.0,1054.0,31.0,522.0,37.0,516.0,27.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,425.0
93,60.0,16.0,478.0,432.0,0.0,122.0,432.0,0.0,122.0,0.0,44.0,510.0,11.0,16.0,527.0,11.0,16.0,527.0,27.0,527.0,62.0,1047.0,33.0,520.0,43.0,510.0,38.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,398.0
94,55.0,11.0,502.0,460.0,0.0,108.0,460.0,0.0,108.0,0.0,41.0,527.0,18.0,11.0,539.0,18.0,11.0,539.0,29.0,539.0,64.0,1063.0,29.0,538.0,60.0,507.0,39.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,431.0
95,45.0,7.0,491.0,447.0,0.0,96.0,447.0,0.0,96.0,0.0,28.0,515.0,12.0,7.0,524.0,12.0,7.0,524.0,19.0,524.0,45.0,1055.0,26.0,516.0,43.0,499.0,30.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,438.0
96,44.0,12.0,494.0,460.0,0.0,90.0,460.0,0.0,90.0,0.0,34.0,516.0,10.0,12.0,528.0,10.0,12.0,528.0,22.0,528.0,42.0,1056.0,29.0,520.0,42.0,507.0,33.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,401.0
97,59.0,9.0,474.0,433.0,0.0,109.0,433.0,0.0,109.0,0.0,36.0,506.0,16.0,9.0,517.0,16.0,9.0,517.0,25.0,517.0,42.0,1060.0,31.0,509.0,53.0,487.0,32.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,413.0
98,66.0,17.0,453.0,419.0,0.0,117.0,419.0,0.0,117.0,0.0,51.0,485.0,25.0,17.0,494.0,25.0,17.0,494.0,42.0,494.0,67.0,1019.0,37.0,498.0,66.0,469.0,49.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,396.0
99,69.0,13.0,475.0,423.0,0.0,134.0,423.0,0.0,134.0,0.0,46.0,511.0,16.0,13.0,528.0,16.0,13.0,528.0,29.0,528.0,59.0,1068.0,41.0,516.0,55.0,502.0,41.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,422.0
100,59.0,14.0,465.0,418.0,0.0,120.0,418.0,0.0,120.0,0.0,40.0,498.0,15.0,14.0,509.0,15.0,14.0,509.0,29.0,509.0,57.0,1036.0,33.0,503.0,55.0,481.0,43.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,398.0
